50 dặm	fifty-mile
ngờ	to suspect; to doubt
ngỡ	to think; to believe, thought to be…
ngộ	queer, unique
ngó 	look
ngớ 	stupid(fy)
ngớ ngẩn	silly
ngớ ngẩn 	silly, nonsense
ngố nghịch	insubordination
ngoa	sharp-tongue
ngoa 	exaggerate
ngoài	besides, beyond
ngoại	foreign
ngoại giao	diplomatic
ngoại lệ	exception
Ngoài ra	addition
ngoại tình	adultery
ngoài trời	outdoor
ngoại trừ	without, except
ngoan	good; well-behaved
ngoan 	good, obedient
ngoảnh	turn one's head, turn round
ngọc	pearl; gem; precious stone
ngốc nghếch	silly
ngọc trai	pearl
ngoe nguẩy 	wagging
ngói	tile
ngòi	canal; arroyo, primer; fuse; match
ngôi	throne
ngồi	sit
ngơi	knock off
ngồi 	sit
ngợi 	praise
ngôi mộ	tomb
ngôi sao	star
ngôi vua	throne
ngon	savory, delectable, delicious
ngón	finger, toe
ngôn	language, speak (nói)
ngốn	gobble, cram, bolt
ngọn	top
ngốn 	hog, gobble mouthful
ngọn 	tops, peak
ngón áp út	ring finger
ngón chân	toe
ngón giữa	middle finger
ngọn hải đăng	light house
ngọn lửa	fire, flame, blaze
ngon miệng	delicious
ngọn nến	candle
ngôn ngữ	language
ngọn núi	alp
ngôn sứ	prophet, messenger
ngón tay	finger
ngón tay cái	thumb
ngón tay trỏ	index finger
ngón tay út	little pinky finger
ngỗng	goose
ngọt	sweet
ngớt	abate, subside, cease
ngu	stupid; foolish; doltish
ngủ	sleep
ngụ	to live; to dwell
ngữ	measure, limit, moderation
ngự	be seated in a stately way
ngu đần	dull
ngư dân	fisherman
ngủ đông	dormant
ngủ gà ngủ gật	doze
ngữ pháp	grammar
ngu si	dense
ngủ trưa	nap
ngứa	itch
ngửa	with face upward, on one's back
ngựa	horse
ngựa con	colt
ngựa vằn	zebra
nguẩy 	wagging
ngục	prison; jail; gaol
ngực	bust, chest
nguệch ngoạc	scribble
ngửi	sniff
ngửi 	smell
ngưng	stop
ngừng	desist, stop
ngừng lại	stop, halt
ngược	upside down
ngược 	back, against the flow
ngược dòng	upstream
ngược lại	reverse, on the other hand
nguội	cool
ngươi	thou, thee
người	person, people (unique classifier for people)
người ăn	eater
người ăn trộm	burglar
người bạn	amigo
người bạn đường	companion
người bán hàng	vender
người bán thịt	butcher
người bản xứ	aborigine
người báng bố	desecrater
người bảo trợ	patron
người bảo vệ	guard
người bắt cóc	kidnapper
người bị kiện	defendant
người bị thương	casualty
người bị trục xuất	deportee
người cá	mermaid
người cai trị	ruler
người cha	father
người chậm chạp	slouch
người chăn cừu	shepherd
người chơi	player
người chuyên quyền	autocrat
người con	the child
người con trai	son
người đã chết	decedent
người đàn bà	the woman
người đàn ông	the man
người đi bộ	pedestrian
người đi kèm	chaperon
người điên	maniac
người đưa thư	mailman, courier
người đưa tin	messenger
người giúp đỡ	helper
người giúp việc	maid, assistant
người gửi tiền	depositor
người Hàn Quốc	Korean
người hầu	servants, butler
người hiến	donor
người khác	other people
người lạ	stranger
người lái xe chó	dog-driver
người làm việc thiện	benefactor, philanthropist
người làm vườn	gardener
người lãnh đạo	leader
người lớn	adult
người mắc bệnh 	person who is sick (with)
người mắc chứng	person who has symtoms of
người mới đến	newcomer
người nắn bóp	chiropractor
người nhận	addressee
người nội trợ	housewife
người ở	housemaids
người phối ngẫu	spouse
người phụ giúp	helper
người phục vụ	attendant
người phục vụ quầy rượu	bartender
người quản gia	housekeeper
người quen	acquaintance
người quyền cao	dignitary
người ta	people
người thắng cuộc	winner
người thuê nhà	tenant
người trong họ 	people in the family line
người xem	onlooker, spectator
người yêu	lover
người yêu nước	patriot
người 	man; person; people; individual
nguồn	source
nguồn gốc	origin
ngưỡng	threshold
ngượng 	embarrassed
ngưỡng mộ	admire, adore
ngút	rise high, curl upwards
nguy	danger; calamity; disaster
nguy cơ	risk
nguy hiểm	dangerous, peril
ngụy trang	camouflage
nguyên	crude
nguyên 	original, the entire (thing)
nguyên âm	vowel
nguyên chất	raw
nguyên nhân	cause
nguyền rủa	curse
nguyên tắc	principle
nguyên thủy	primitive, ancient
nguyên tử	atomic
nguyên tử nhận ê lếch tron	acceptor
nha	service; bureau
nhá	chew carefully
nhà	house, home; a specialized person (classifier)
nhã	courteous
nhà bếp	kitchen
nhà chứa	brothel, storage
nhà để xe	garage
nhà hàng	restaurant
nhà hát	theater
nhà hiền triết	sage
nhà hóa học	chemist
nhà hỏa táng	crematory
nhà kho	shed, storage
nha khoa	dental
nhà kính	conservatory
nhà lãnh đạo	leader
nhà lập pháp	lawmaker
nhà máy	factory
nhà máy bia	brewery
nhà máy đồ hộp	cannery
nhà máy rượu	distillery
nhà máy sản xuất rượu	winery
nhà nghỉ	lodge, motel
nhà ngoại giao	diplomat
nhà phân phối	distributor
nhà phát minh	inventor
nhà phê bình	critic
nhà sàn	cottage
nha sĩ	dentist
nhà thầu	contractor
nhà thơ	poet
nhà thờ	church
nhà thờ lớn	cathedral
nhà thờ nhỏ	chapel
nhà thực vật học	botanist
nhà thương	hospital
nhà thương điên	mental hospital
nhà tôi 	my house
nhà trẻ	nursery (children)
nhà tù	prison
nhà văn	writer
nhà vệ sinh	restroom, toilet
nhà vô địch	champion
nhác	see all of a sudden
nhấc	lift
nhắc	to lift; to raise; to displace
nhạc	music
nhấc 	lift
nhạc cụ 	musical instrument
nhạc khí hơi	wind instrument
nhắc nhở	to remind, to prompt
nhạc sĩ	musician
nhai	chew
nhái	frog
nhấm	gnaw at
nhầm	wrong
nhắm	to aim at; to train
nhảm	unfounded
nhẩm	revise silently, try to memorize
nhàm 	boring
nhầm lẫn	confuse, mixed up
nhâm nhi	sip
nhằm vào	toward
nhàn	leisure, idle, free
nhân	multiply
nhăn	crumpled; wrinkled; creasy; furrowed
nhằn	eat with one's fron teeth
nhẫn	ring
nhận	receive, realize
nhân 	people, base on (occasion), the inside filling (food)
nhăn 	wrinkle
nhân bản vô tính	clone
nhân cách	manhood
nhân chủng học	anthropology
nhân công	man power
nhận dạng	identification
nhân đây	by the way
nhân đôi	duplicate
nhận được	get
nhân lực	manpower
nhấn mạnh	emphasis, accentuate
nhăn mặt	wince
nhăn nheo	weazened
nhăn nheo 	wrinkle up
nhân nhượng	compromise, make concession
nhận ra	recognize, realize
nhàn rỗi	idle
nhân sâm	ginseng
nhân sự	human resource
nhân tạo	artificial
nhận thức	aware, realize
nhân tố	factor
nhân từ	merciful, of kindness
nhân vật	character
nhân viên 	staff members, employee
nhân viên bảo vệ	watchman
nhận xét	remark
nhăng	nonsensical
nhãng	forget
nhanh	fast, quick
nhánh	branch; limb; bough
nhanh chóng	express, speedy, rapid, swift
nhanh nhẩu	promptly
nhanh nhẹn 	agile, swift
nhánh sông	creek
nhao	be in a stir, get uproarious
nhạo	to laugh at;to mock; to jeer at
nhạo 	tease
nhạo báng 	ridicule
nhào lộn	acrobatic
nhấp	to sip(water); to fake a move
nhập 	Import, to receive (into storage)
nhập cảnh	entry
nhập khẩu	import
nhát	"
shy; timid; faint"
nhất	most, top, first
nhắt	very small, tiny
nhạt	pale in color
nhặt	pick up
Nhật Bản	Japan, japanese
nhất định	certain
nhát gan	coward
nhật ký	diary
nhất quán	consistent
nhất trí	unison
nhau	each other 
nhàu 	creased
nháy	to blink; to wink
nhảy	jump, dance
nháy 	blink
nhạy 	sensitive, quick reflex
nhạy bén	sharp, quick
nhạy cảm	sensitive
nhảy qua	leap
nhảy vọt	a spring, jump
nhảy vụt ra	bounce
nhé	okay?
nhẹ	slight, mild, light weight
nhẹ nhàng	gentle
nhẹ nhàng hơn	gentler
nhẹ nhõm 	relief, weight of shoulder
nhện	spider
nheo 	wink
nhét	to stuff
nhì	second
nhỉ	inn't it, doesn't it…
nhị	two
nhị nguyên	dyadic
nhị phân	binary
nhích 	to move a bit
nhiễm	catch, contract, acquire
nhiệm vụ	mission, task, duty
nhiên liệu	fuel
nhiệt	heat
nhiệt độ	temperature
nhiệt huyết	zeal
nhiệt kế	thermometer
nhiêu	exemption from corvees
nhiều	many, more, numerous, plenty
nhiều hơn	more
nhiều lông	hairy
nhiều lông lá	furry
nhiều nước	watery
nhìn	look
nhịn	endure
nhìn hé	peep
nhìn thấy	spot and see
nhịp	rhythm; cadence; measure; time
nhịp 	rhythm
nhịp đập	pulse
nhịp điệu	musical beat and rythm
nhịp khoan thai	adagio
nho	grape
nhố	pluck
nhỏ	diminutive, minor, small
nhơ	dirty; filthy
nhọ	soot
nhớ	remember
nhờ	to commision
nhỏ dãi	slaver
nhố đi	spit
nhỏ gọn	compact
nho khô	raisin
nhớ lại	recollect, recall
nhổ lông	pluck
nhớ nhà	homesick
nho phủ	vine-clad
nhòa	fade, blur
nhoáng 	shiny, flashy
nhọc	tire, tiring
nhoi	emerge
nhóm	group
nhọn	sharp; pointed; acute
nhờn	greasy
nhọn 	sharp
nhón gót chân	tiptoe
nhớp	slimy
nhốt	cloister
nhốt 	lock, imprison
nhợt nhạt	pale
nhu	flexible, pliant
như	as
nhừ	be well-cooked, be well-done
như 	as
như bụi/bột	powdery
nhu cầu	demand, need
như chì	leaden
như chó sói	wolflike, wolfish
như có sợi	stringy
như con thoi	as a needle
như máy	machine-like
như mèo	catlike
như nhau	similar, equal, same
như sư tử	lionlike
như thế	as/like such
như trẻ con	childish
như trên	as above
như vậy	as/like such
nhục	to be disgraced; dishonoured
nhức	to ache; smarting
nhục 	humiliate, lose face
nhức đầu	headache
nhục nhã 	humiliation
nhún vai	shrug
nhúng	dip
nhưng	but, however
những	many, plural(indicator), multiple
những âm thanh	sounds
những anh em	brothers
những ao hồ	lakes
những áo khoác	coats
những bãi cỏ	lawns
những bài hát	songs
những bàn chân	paws, feet
những bản năng	instincts
những bản sao chép	copies
những bàn tay	hands
những bao bì	wrappings
những bên	sides
những bên sườn	flanks
những bờ biển	shores
những bộ da	skins
những bộ phận	parts
những bờ vai	shoulders
những bộ xương	skeletons
những bộ yên cương	harnesses
những bức tường	walls
những bước	steps
những bước chân	footsteps
những cách	ways
những cái	things
những cái áo choàng	robes
những cái cầu	bridges
những cái cây	trees
những cái chuồng	stables, kennels
những cái cố họng	throats
những cái cửa	doors
những cái đó	those
những cái đùi	thighs
những cái đuôi	tails
những cái hàm răng	jaws
những cái hông	hips
những cái lưỡi	tongues
những cái môi	lips
những cái này	these
những cái răng	teeth
những cái ruy băng	ribbons
những cái song chắn	bars
những cái thùng gố	crates
những cái tố	nests
những cái xương	bones
những cái xương sườn	ribs
những cảm xúc	feelings
những cành cây	boughs
những cảnh quan	sights
những cánh tay	arms
những câu lạc bộ	clubs
những câu trả lời	answers
những cây dương	poplars
những cây gậy	the sticks
những chiếc giày	shoes
những chiến sĩ	fighters
những chó Ét-ki-mô	huskies
những chủng tộc	races, ethnicities
những chuông	bells
những cơ bắp	muscles
những con chó	dogs
những cơn đau	pains
những con gái	daughters
những cơn gió tuyết	snowdrifts
những con mắt	eyes
những con ngựa	horses
những con người	humans
những con quỷ	devils
những con sói	wolves
những con thú	beasts
những con trai	boys
những công tác	despatches
những công ty	companies
những cửa số	windows
những cuộc chiến đấu	fights
những cuộc đua	races, competitions
những cuộc sống	lives
những đầu bếp	cooks
những dấu vết	traces
những dây đai	straps
những đêm	nights
những đèn/ánh sáng	lights
những địa ngục	hells
những điều kiện	conditions
những dịp	occasions
những đồ dùng	utensils
những đồ may mặc	garments
những doanh trại	barracks
những đội	teams
những đội chó	dog-teams
những đồng bạn	mates
những đồng cỏ	pastures
những đồng đội	team-mates
những ghềnh, thác của sông	rapids
những giấc mơ	dreams
những giác quan	senses
những giáo viên	teachers
những giày da	moccasins
những giờ	hours
những giường	beds
những gói	packs
những gót chân	heels
những hàng; chèo	rows
những hành vi trốn tránh	shirks
những hơi thở	breaths
những inxơ (Anh)	inches
nhung kẻ	corduroy
những kẻ cướp	marauders
những kẻ hành hạ	tormentors
những kẻ lái xe chó	mushers
những kẻ lang bạt	journeyers
những kẻ man rợ	savages
những kẻ quậy phá	antagonists
những kẻ tấn công	assailants
những kẻ tham chiến	combatants
những kẻ tìm vàng	goldseekers
những khí hậu	climes
những khối	chunks
những khởi đầu	beginnings
những khúc gỗ mới đốn	logs
những khuỷu tay	elbows
những kỷ niệm	memories
những lần	times
những lỗ mũi	nostrils
những lố tai	ears
những lời mời	invitations
những lứa tuối	ages
những lúc giải lao	recesses
những mép, sườn	chops
những miếng	pieces
những miếng gố	woods
những miệng núi lửa	craters
những mô của cơ bắp	tissues
những năm	years
những ngày	days
những ngày chủ nhật	sundays
những ngọn	tops
những ngón chân	toes
những ngọn lửa	flames, fires
những ngón tay	fingers
những ngực	chests
những người	the people
những người bảo vệ	guards
những người cha	fathers
những người con trai	sons
những người giúp đỡ	helpers
những người khác	others
những người lạ	strangers
những người làm vườn	gardeners
những người mới đến	newcomers
những người xem	onlookers
những người/món/vật	ones
những nhiệm vụ	duties
những nhịp, điệu	cadences
những nhu cầu	needs
những nơi	places
những nội dung	contents
những nổi giằn vặt	pangs
những núi lửa	volcanoes
những pao	pounds
những phần thắng thua	odds
những phút	minutes
những quan hệ	relations
những quý	quarters
những răng nanh	fangs
những roi vọt	lashings
những rủi ro	risks
những sai lầm	mistakes
những sinh vật	creatures
những sợi dây thừng	ropes
những sợi gân	tendons
những sự kiện	facts
những sự ngừng lại	stoppages
những sự nóng giận	tempers
những sự than van	wailings
những sự thích thú	delights
những tấm trải	coverings
những tâm trạng	moods
những tảng băng	glaciers
những tay bắt chó	dog-busters
những than	coals
những thần tượng	idols
những thân xác	bodies
những thành phố	cities
những thế hệ	generations
những thế kỷ	centuries
những thợ lặn	divers
những thời đoạn	periods
những thói quen	habits
những thời trang	fashions
những thốn thức	half-sobs
những thủ phạm	culprits
những thủ thuật	tricks
những thước Anh	yards
những thuyền	boats
những tiếng kêu	exclamations
những tiếng ồn	noises
những tĩnh mạch	veins
những tờ báo	newspapers
những tố tiên	forebears, ancestors
những tội nhẹ	misdemeanors
những trái tim	hearts
những trận đánh	battles
những túp lều	tents
những tuyên thệ	oaths
những vết thương	wounds
những vì sao	stars
những viên	pellets
những vòng tròn	circles
những vũ khí	weapons
những vực sâu	deeps
những vườn cây ăn trái	orchards
những xe trượt tuyết-chó	sled-dogs
những xoáy nước	eddies
những ý định	intentions
nhuốc	sullying, discrediting
nhược	tire, get tired, get weary
nhuộm	to dye
nhường	budge
nhượng bộ	concession
nhượng lại	demise
nhút	salad of salted bits of jack fruit…
nhút nhát	shy, timid, cowardice
ních	to cram, to stuff to pack
niềm đam mê	passion
niềm nở	affable
niêm phong	seal
niềm tin	faith, belief
niềm tự hào	pride
niềm vui	joy
niên	years
niên giám	yearbook
nịnh 	to flatter
nịnh nọt 	to flatter
nít	small wine-bottle
níu	to grab at someone to pull
nó	he/him, she/her, it
nô	frolic, gambol
